question_temp_key (필수)	term_title (표시용)	term_id (선택)	term_category (표시용)	term_category_id (선택)	question_type (필수)	difficulty (필수)	question_text (필수)	explanation (선택)	text_answer (TEXT일 때 필수)	choice_1_text	choice_1_is_answer	choice_2_text	choice_2_is_answer	choice_3_text	choice_3_is_answer	choice_4_text	choice_4_is_answer	label_1_key (선택)	label_2_key (선택)	label_3_key (선택)	label_4_key (선택)
Q011	aria-label(aria-label)		Frontend - Web Accessibility	16	CHOICE	EASY	아이콘만 있는 버튼에 접근성 이름을 주는 올바른 방법은?	아이콘 버튼은 시각적 텍스트가 없어서 보조기기가 이름을 알기 어렵습니다. aria-label은 요소의 접근성 이름을 직접 지정할 수 있습니다. 면접에서는 언제 aria-label을 쓰는지 자주 나옵니다. 실무에서는 동일 화면에 같은 아이콘이 많을 때도 목적을 분명히 적어야 합니다. 다만 가능한 경우 버튼 안에 숨김 텍스트를 넣는 방법도 함께 고려합니다.		aria-label로 버튼 목적을 적는다	TRUE	border를 두껍게 만든다	FALSE	button 대신 div를 쓴다	FALSE	icon 크기만 키운다	FALSE	frontend	accessibility	a11y	aria
Q012	role(Role Attribute)		Frontend - Web Accessibility	16	CHOICE	EASY	role 속성의 주된 목적은?	role은 요소가 어떤 UI 역할을 하는지 보조기기에 알려줍니다. 시맨틱 태그가 없거나 커스텀 위젯을 만들 때 쓰입니다. 면접에서는 role의 의미와 주의점을 묻습니다. 실무에서는 잘못된 role을 주면 오히려 사용자 경험이 망가질 수 있습니다. 가능하면 올바른 HTML 요소로 해결하고 role은 보완 용도로 씁니다.		화면 색상을 지정한다	FALSE	요소의 의미와 역할을 보조기기에 전달한다	TRUE	네트워크 요청을 줄인다	FALSE	애니메이션 속도를 조절한다	FALSE	frontend	accessibility	a11y	aria
Q013	aria-hidden(aria-hidden)		Frontend - Web Accessibility	16	CHOICE	EASY	aria-hidden true의 의미로 가장 올바른 것은?	aria-hidden true는 보조기기에서 해당 요소를 숨겨 읽지 않게 합니다. 시각적으로는 보일 수 있지만 접근성 트리에서 제외됩니다. 면접에서는 언제 쓰면 좋은지와 남용 위험이 나옵니다. 실무에서는 장식 요소나 중복 텍스트를 숨길 때 유용합니다. 중요한 정보나 포커스 가능한 요소에 적용하면 심각한 접근성 문제가 됩니다.		시각적으로만 숨긴다	FALSE	스크린 리더 등 보조기기에서 숨긴다	TRUE	페이지 로딩을 빠르게 한다	FALSE	모바일에서만 보이게 한다	FALSE	frontend	accessibility	a11y	aria
Q014	스킵 링크(Skip Link)		Frontend - Web Accessibility	16	CHOICE	EASY	스킵 링크의 목적은 무엇인가?	스킵 링크는 반복되는 상단 내비게이션을 건너뛰고 본문으로 바로 이동하게 합니다. 키보드 사용자는 매번 메뉴를 탭으로 통과해야 하는 부담이 큽니다. 면접에서는 스킵 링크가 왜 필요한지 자주 다룹니다. 실무에서는 포커스 시에만 보이게 디자인하는 패턴이 흔합니다. main 영역에 id를 두고 앵커로 이동하는 방식이 기본입니다.		광고를 숨기기 위해 사용한다	FALSE	상단 메뉴를 건너뛰고 본문으로 이동하게 한다	TRUE	이미지를 압축하기 위해 사용한다	FALSE	서버 부하를 줄이기 위해 사용한다	FALSE	frontend	accessibility	a11y	html
Q015	색 대비(Color Contrast)		Frontend - Web Accessibility	16	CHOICE	EASY	접근성에서 색 대비가 중요한 이유로 가장 알맞은 것은?	충분한 대비는 저시력 사용자와 밝은 환경에서도 읽기 품질을 높입니다. 색만으로 정보를 전달하면 색각 이상 사용자가 구분하기 어렵습니다. 면접에서는 대비와 색 의존성 문제를 자주 질문합니다. 실무에서는 디자인 시스템 단계에서 대비 기준을 지키는 것이 비용이 가장 낮습니다. 버튼 비활성 상태처럼 대비가 약해지는 구간을 특히 주의해야 합니다.		디자인을 화려하게 만들기 위해서	FALSE	텍스트 가독성과 정보 구분을 위해서	TRUE	이미지를 크게 보이게 하려고	FALSE	폰트를 더 많이 쓰려고	FALSE	frontend	accessibility	a11y	css
Q016	폼 오류 연결(aria-describedby)		Frontend - Web Accessibility	16	CHOICE	EASY	입력 오류 메시지를 스크린 리더가 함께 읽게 하려면 어떤 방법이 적절한가?	오류 메시지는 입력 필드와 연결되어야 보조기기가 맥락을 이해합니다. aria-describedby는 추가 설명이나 오류 문구를 특정 요소에 연결할 수 있습니다. 면접에서는 오류 처리 접근성을 자주 묻습니다. 실무에서는 오류가 나면 해당 필드로 포커스를 이동시키고 메시지를 읽게 하는 패턴이 좋습니다. 시각적 표시뿐 아니라 프로그램적으로도 연결하는 것이 핵심입니다.		오류 메시지를 색만 바꿔 표시한다	FALSE	aria-describedby로 입력과 오류 문구를 연결한다	TRUE	placeholder를 빨갛게 만든다	FALSE	폼 전체를 새로고침한다	FALSE	frontend	accessibility	a11y	aria
Q017	라이브 영역(aria-live)		Frontend - Web Accessibility	16	CHOICE	EASY	화면이 동적으로 바뀌는 알림을 보조기기에 전달할 때 쓰는 속성은?	동적 알림은 화면에 보이지만 스크린 리더가 자동으로 인지하지 못할 수 있습니다. aria-live는 변경 내용을 자동으로 읽게 하는 라이브 영역을 지정합니다. 면접에서는 토스트 알림 접근성을 어떻게 처리하는지 질문이 나옵니다. 실무에서는 너무 잦은 라이브 업데이트는 방해가 될 수 있어 적절한 수준을 선택해야 합니다. 결제 완료나 오류처럼 중요한 메시지에 주로 사용합니다.		aria-live	TRUE	aria-hidden	FALSE	tabindex	FALSE	autoplay	FALSE	frontend	accessibility	a11y	aria
Q018	그룹 입력(Fieldset Legend)		Frontend - Web Accessibility	16	CHOICE	EASY	라디오 버튼처럼 하나의 질문에 여러 선택지가 있는 경우 권장되는 마크업은?	fieldset과 legend는 관련 폼 요소를 하나의 그룹으로 묶고 그룹의 제목을 제공합니다. 라디오 그룹에서 질문 문장이 legend로 제공되면 보조기기 이해가 좋아집니다. 면접에서는 폼 구조화 방법을 묻기도 합니다. 실무에서는 배송지 선택, 성별 선택 등 그룹 질문에서 유용합니다. 단순히 div로만 묶으면 의미가 전달되지 않을 수 있습니다.		div로만 묶는다	FALSE	fieldset과 legend를 사용한다	TRUE	img로 제목을 넣는다	FALSE	table로만 구성한다	FALSE	frontend	accessibility	a11y	html
Q019	탭 순서(Tab Order)		Frontend - Web Accessibility	16	CHOICE	EASY	키보드 탭 이동 순서에 대한 설명으로 가장 올바른 것은?	탭 순서는 기본적으로 DOM 순서를 따릅니다. 시각적 배치만 바꾸고 DOM이 뒤엉키면 포커스 이동이 이상해질 수 있습니다. 면접에서는 tabindex를 양수로 주는 것을 왜 피하냐는 질문이 나옵니다. 실무에서는 레이아웃은 CSS로 처리하되 DOM 순서를 논리적으로 유지하는 것이 안전합니다. 탭 이동이 자연스러운지 직접 탭으로 테스트하는 습관이 중요합니다.		탭 순서는 항상 화면의 왼쪽 위부터 자동으로 맞춰진다	FALSE	탭 순서는 기본적으로 DOM 순서를 따른다	TRUE	tabindex를 1부터 크게 주면 항상 좋다	FALSE	마우스 클릭 순서와 동일해야 한다	FALSE	frontend	accessibility	a11y	html
Q020	자막(Captions)		Frontend - Web Accessibility	16	CHOICE	EASY	동영상 콘텐츠 접근성을 위해 가장 기본으로 권장되는 것은?	자막은 청각 장애 사용자뿐 아니라 소음 환경에서도 중요한 정보 전달 수단입니다. HTML5 video에서는 track 요소로 자막을 제공할 수 있습니다. 면접에서는 영상 접근성에서 무엇이 필요한지 자주 나옵니다. 실무에서는 자동 자막을 쓰더라도 오타와 싱크를 검수해야 품질이 올라갑니다. 단순히 음성만 있는 영상은 정보 접근성이 크게 떨어질 수 있습니다.		autoplay를 반드시 켠다	FALSE	자막을 제공한다	TRUE	해상도를 4K로 만든다	FALSE	배경 음악을 크게 한다	FALSE	frontend	accessibility	a11y	html
Q021	시맨틱 HTML(Semantic HTML)		Frontend - Web Accessibility	16	CHOICE	EASY	접근성 향상을 위해 가장 우선으로 권장되는 접근은?	시맨틱 HTML은 요소의 의미를 브라우저와 보조기기에 직접 전달합니다. ARIA보다 우선이며, 기본 키보드 동작과 접근성 트리 구성이 자연스럽습니다. 면접에서는 왜 div 남발이 문제인지, 시맨틱 태그가 주는 이점을 설명하라고 합니다. 실무에서는 header main nav footer 등을 적절히 쓰면 구조화와 유지보수가 동시에 좋아집니다. 커스텀 위젯을 만들기 전에 HTML 기본 요소로 해결 가능한지 먼저 점검하는 습관이 중요합니다.		모든 곳에 aria 속성을 먼저 붙인다	FALSE	시맨틱 HTML 요소를 먼저 사용한다	TRUE	가능한 많은 애니메이션을 적용한다	FALSE	div로 통일해 스타일링을 단순화한다	FALSE	frontend	accessibility	a11y	html
Q022	메인 랜드마크(Main Landmark)		Frontend - Web Accessibility	16	CHOICE	EASY	페이지의 주요 콘텐츠 영역을 나타내는 가장 적절한 요소는?	main은 문서의 핵심 콘텐츠를 담는 랜드마크로, 스크린 리더의 빠른 이동 대상이 됩니다. nav나 header는 반복 영역인 경우가 많아 본문과 구분하는 것이 중요합니다. 면접에서는 랜드마크의 종류와 목적을 묻기도 합니다. 실무에서는 main이 페이지당 보통 1개이며, 스킵 링크의 목적지로 자주 연결됩니다. 랜드마크를 잘 쓰면 키보드 탐색과 정보 구조가 크게 개선됩니다.		main	TRUE	header	FALSE	nav	FALSE	aside	FALSE	frontend	accessibility	a11y	html
Q023	내비게이션 랜드마크(Navigation Landmark)		Frontend - Web Accessibility	16	CHOICE	EASY	사이트 메뉴 영역을 의미적으로 표현할 때 가장 적절한 태그는?	nav는 내비게이션 링크들의 묶음을 의미하는 시맨틱 요소입니다. 보조기기는 nav 랜드마크로 메뉴를 빠르게 찾을 수 있습니다. 면접에서는 nav와 ul li의 관계, 중복 nav 처리 등을 물어볼 수 있습니다. 실무에서는 상단 메뉴, 사이드 메뉴 등 주요 이동 링크 묶음에 nav를 사용합니다. 모든 링크 묶음에 nav를 남발하면 오히려 탐색이 복잡해질 수 있습니다.		nav	TRUE	section	FALSE	article	FALSE	span	FALSE	frontend	accessibility	a11y	html
Q024	aria-current(aria-current)		Frontend - Web Accessibility	16	CHOICE	EASY	현재 활성화된 메뉴나 페이지 상태를 보조기기에 알려주는 속성은?	aria-current는 현재 페이지, 현재 단계, 현재 항목 등을 표시할 때 사용합니다. 메뉴에서 현재 페이지를 강조하면 시각적 사용자뿐 아니라 스크린 리더 사용자도 위치를 파악할 수 있습니다. 면접에서는 aria-current의 사용 예시를 요구하기도 합니다. 실무에서는 사이드바 네비게이션, 페이지네이션, 단계형 UI에서 특히 유용합니다. CSS의 active 표시만으로는 보조기기에 전달되지 않는다는 점이 핵심입니다.		aria-current	TRUE	aria-hidden	FALSE	aria-live	FALSE	aria-expanded	FALSE	frontend	accessibility	a11y	aria
Q025	aria-expanded(aria-expanded)		Frontend - Web Accessibility	16	CHOICE	EASY	아코디언이나 드롭다운이 펼쳐졌는지 여부를 나타내는 대표 속성은?	aria-expanded는 토글 UI의 확장 상태를 나타냅니다. 스크린 리더는 이 값을 통해 접힘/펼침 상태를 안내할 수 있습니다. 면접에서는 아코디언 접근성 구현 시 어떤 속성이 필요한지 자주 나옵니다. 실무에서는 상태값 변경 시 aria-expanded도 함께 업데이트해야 일관성이 유지됩니다. 클릭으로만 상태가 바뀌고 접근성 상태가 갱신되지 않으면 혼란을 줍니다.		aria-expanded	TRUE	aria-current	FALSE	aria-busy	FALSE	aria-hidden	FALSE	frontend	accessibility	a11y	aria
Q026	aria-controls(aria-controls)		Frontend - Web Accessibility	16	CHOICE	EASY	토글 버튼이 어떤 영역을 제어하는지 연결할 때 사용하는 속성은?	aria-controls는 컨트롤이 영향을 주는 요소의 id를 참조합니다. 드롭다운 버튼이 어떤 메뉴 패널을 여는지 연결해 보조기기가 관계를 이해하도록 돕습니다. 면접에서는 aria-controls와 aria-expanded를 함께 쓰는 패턴이 자주 등장합니다. 실무에서는 id 참조가 깨지지 않도록 DOM 구조 변경 시 주의해야 합니다. 관계를 명시하면 복잡한 UI에서도 탐색성이 좋아집니다.		aria-controls	TRUE	aria-live	FALSE	aria-hidden	FALSE	aria-checked	FALSE	frontend	accessibility	a11y	aria
Q027	tabindex(Tabindex)		Frontend - Web Accessibility	16	CHOICE	EASY	키보드 포커스를 받을 수 없는 요소에 포커스를 주고 싶을 때 가장 흔히 쓰는 속성은?	tabindex는 요소의 키보드 포커스 가능 여부와 순서를 제어합니다. 커스텀 컴포넌트에서 포커스를 받게 하려면 tabindex 0을 사용하는 경우가 많습니다. 면접에서는 tabindex 양수 사용이 왜 위험한지 묻기도 합니다. 실무에서는 불필요한 tabindex 남발은 탭 순서를 망치므로 최소화해야 합니다. 네이티브 요소를 쓰는 것이 우선이고, 필요한 경우에만 tabindex를 추가합니다.		tabindex	TRUE	autofocus	FALSE	autocomplete	FALSE	draggable	FALSE	frontend	accessibility	a11y	html
Q028	접근성 이름(Accessible Name)		Frontend - Web Accessibility	16	CHOICE	EASY	스크린 리더가 버튼이나 입력 요소를 어떤 이름으로 읽을지 결정하는 개념은?	접근성 이름은 보조기기가 요소를 식별해 읽는 핵심 문자열입니다. label, aria-label, aria-labelledby 등 여러 경로로 계산됩니다. 면접에서는 아이콘 버튼에 이름을 주는 방법을 자주 묻습니다. 실무에서는 이름이 없으면 그냥 버튼으로만 읽혀 사용자가 기능을 알 수 없습니다. 화면에 텍스트가 있어도 접근성 트리에서 이름이 비어있을 수 있어 개발 단계에서 점검이 필요합니다.		Accessible Name	TRUE	CSS Selector	FALSE	DOM Depth	FALSE	HTTP Header	FALSE	frontend	accessibility	a11y	aria
Q029	aria-labelledby(aria-labelledby)		Frontend - Web Accessibility	16	CHOICE	EASY	화면에 이미 존재하는 텍스트를 참조해 요소의 이름을 지정할 때 쓰는 속성은?	aria-labelledby는 다른 요소의 텍스트를 참조해 접근성 이름을 만듭니다. label이 이미 화면에 있을 때 중복 텍스트를 만들지 않고 연결할 수 있습니다. 면접에서는 aria-label과 aria-labelledby 차이를 묻기도 합니다. 실무에서는 모달 제목과 모달 컨테이너를 연결하는 대표 패턴으로 쓰입니다. 참조 id가 깨지면 이름이 사라지므로 유지보수에 주의해야 합니다.		aria-labelledby	TRUE	aria-label	FALSE	aria-live	FALSE	aria-hidden	FALSE	frontend	accessibility	a11y	aria
Q030	모달 다이얼로그(Dialog)		Frontend - Web Accessibility	16	CHOICE	EASY	접근성 관점에서 모달을 열었을 때 가장 올바른 동작은?	모달이 열리면 키보드 포커스가 모달 내부로 이동하고, 모달을 닫기 전까지 배경으로 포커스가 빠지지 않게 해야 합니다. 이를 포커스 트랩이라고 부르는 경우가 많습니다. 면접에서는 모달 접근성에서 무엇이 가장 중요하냐고 자주 물어봅니다. 실무에서는 ESC로 닫기, 닫기 버튼 제공, aria-labelledby로 제목 연결도 함께 챙깁니다. 포커스 처리가 없으면 키보드 사용자는 모달을 조작하기 어렵습니다.		배경으로도 자유롭게 탭 이동하게 둔다	FALSE	모달이 열리면 포커스를 모달로 이동시키고 내부에 가둔다	TRUE	스크롤만 막으면 충분하다	FALSE	모달 제목만 크게 만든다	FALSE	frontend	accessibility	a11y	aria
Q031	ESC 닫기(Escape Key)		Frontend - Web Accessibility	16	CHOICE	EASY	모달이나 팝업에서 키보드 사용자 편의를 위해 자주 제공하는 기능은?	ESC 키로 닫기는 키보드 사용자에게 표준적인 기대 동작입니다. 마우스 없이도 빠르게 닫을 수 있어 접근성이 좋아집니다. 면접에서는 키보드 접근성에서 지원해야 할 키 이벤트를 묻기도 합니다. 실무에서는 ESC를 지원하되, 입력 중인 컴포넌트와 충돌하지 않도록 이벤트 범위를 조절해야 합니다. 닫기 버튼을 함께 제공하는 것도 필수에 가깝습니다.		ESC 키로 닫기 지원	TRUE	더 큰 폰트 적용	FALSE	자동 재생 켜기	FALSE	링크 색을 바꾸기	FALSE	frontend	accessibility	a11y	html
Q032	aria-busy(aria-busy)		Frontend - Web Accessibility	16	CHOICE	EASY	로딩 중이라 콘텐츠가 업데이트 중임을 보조기기에 알릴 때 사용하는 속성은?	aria-busy는 영역이 업데이트 중임을 나타내며, 보조기기가 중간 상태를 이해하도록 돕습니다. 로딩 스피너만 보여주는 것보다 상태를 프로그램적으로 전달하는 것이 중요합니다. 면접에서는 로딩 상태 안내를 어떻게 구현하는지 질문이 나올 수 있습니다. 실무에서는 aria-live와 함께 로딩 완료 메시지를 제공하기도 합니다. 무한 로딩처럼 상태가 길어지면 사용자에게 더 명확한 안내가 필요합니다.		aria-busy	TRUE	aria-current	FALSE	aria-hidden	FALSE	aria-label	FALSE	frontend	accessibility	a11y	aria
Q033	aria-disabled(aria-disabled)		Frontend - Web Accessibility	16	CHOICE	EASY	버튼을 비활성처럼 보이게 하면서 의미적으로도 비활성 상태를 전달할 때 관련 있는 속성은?	네이티브 button은 disabled 속성이 가장 안전하지만, 커스텀 요소에서는 aria-disabled로 비활성 의미를 전달하기도 합니다. 다만 aria-disabled만으로는 클릭이 막히지 않으므로 로직도 함께 막아야 합니다. 면접에서는 disabled와 aria-disabled 차이를 묻는 경우가 있습니다. 실무에서는 비활성 상태에서도 포커스가 가는지, 안내가 필요한지 고려해야 합니다. 시각적 처리만으로 비활성을 표현하면 접근성에 취약합니다.		aria-disabled	TRUE	aria-current	FALSE	aria-live	FALSE	aria-hidden	FALSE	frontend	accessibility	a11y	aria
Q034	에러 요약(Error Summary)		Frontend - Web Accessibility	16	CHOICE	EASY	폼 제출 시 오류가 여러 개일 때 접근성에 유리한 방식은?	오류가 많을 때는 상단에 오류 요약을 제공해 사용자가 빠르게 문제를 파악하고 해당 필드로 이동할 수 있게 합니다. 스크린 리더도 요약을 통해 전체 오류 상황을 이해합니다. 면접에서는 폼 접근성에서 오류 처리 전략을 묻기도 합니다. 실무에서는 요약에서 각 필드로 앵커 이동을 제공하고, 필드 주변에도 개별 오류를 표시합니다. 단순히 빨간 테두리만 주는 방식은 부족합니다.		빨간 테두리만 표시한다	FALSE	오류 요약을 제공하고 해당 필드로 이동 가능하게 한다	TRUE	페이지를 강제 새로고침한다	FALSE	오류는 콘솔에만 출력한다	FALSE	frontend	accessibility	a11y	html
Q035	색만 의존 금지(Color Only)		Frontend - Web Accessibility	16	CHOICE	EASY	접근성 관점에서 피해야 하는 UI 안내 방식은?	색상만으로 상태를 구분하면 색각 이상 사용자에게 정보가 전달되지 않을 수 있습니다. 텍스트, 아이콘, 패턴, 위치 등의 추가 단서를 함께 제공해야 합니다. 면접에서는 색만으로 표시하면 왜 문제인지 자주 묻습니다. 실무에서는 필수 항목 표시, 에러 표시, 그래프 범례 등에서 특히 자주 발생합니다. 색 대비를 맞춰도 색 단독 의존 문제는 별개로 남습니다.		에러를 색으로만 표시한다	TRUE	에러를 텍스트로도 함께 안내한다	FALSE	필수 항목을 텍스트로 표시한다	FALSE	상태를 아이콘과 텍스트로 함께 표시한다	FALSE	frontend	accessibility	a11y	ui
Q036	스크린 리더(Screen Reader)		Frontend - Web Accessibility	16	CHOICE	EASY	스크린 리더의 역할로 가장 올바른 설명은?	스크린 리더는 화면의 요소 의미와 텍스트를 음성이나 점자로 출력해 시각 정보를 보조합니다. HTML 구조와 접근성 트리가 잘 구성되어야 정확히 안내합니다. 면접에서는 스크린 리더가 어떤 정보를 기반으로 읽는지 묻기도 합니다. 실무에서는 NVDA, VoiceOver 같은 도구로 간단히 테스트할 수 있습니다. 시맨틱 태그와 label, aria 속성이 품질을 좌우합니다.		화면 내용을 음성이나 점자로 안내한다	TRUE	CSS를 자동으로 최적화한다	FALSE	서버 응답을 캐싱한다	FALSE	이미지 해상도를 높인다	FALSE	frontend	accessibility	a11y	tools
