question_temp_key (필수)	term_title (표시용)	term_id (선택)	term_category (표시용)	term_category_id (선택)	question_type (필수)	difficulty (필수)	question_text (필수)	explanation (선택)	text_answer (TEXT일 때 필수)	choice_1_text	choice_1_is_answer	choice_2_text	choice_2_is_answer	choice_3_text	choice_3_is_answer	choice_4_text	choice_4_is_answer	label_1_key (선택)	label_2_key (선택)	label_3_key (선택)	label_4_key (선택)
Q019	불변성(Immutability)		Frontend - Framework	14	CHOICE	EASY	React에서 state를 불변하게 다루어야 하는 이유로 가장 적절한 것은?	참조가 유지된 채로 내부만 바꾸면 변경 감지가 어려워질 수 있습니다. 새 객체나 새 배열을 만들어 업데이트하면 React가 변경을 더 명확히 인지하고 예측 가능한 상태 관리를 할 수 있습니다. 실무에서는 spread, concat 같은 방식이 기본입니다.		불변성을 지키면 네트워크 속도가 빨라진다	FALSE	새 객체로 업데이트하면 변경 감지와 예측 가능한 상태 관리에 유리하다	TRUE	불변성은 클래스 컴포넌트에서만 필요하다	FALSE	불변성을 지키면 CSS가 자동 적용된다	FALSE	frontend	react		
Q020	칠드런(Children)		Frontend - Framework	14	CHOICE	EASY	children props에 대한 설명으로 가장 올바른 것은?	children은 컴포넌트 태그 사이에 넣은 내용을 자식 컴포넌트에서 받는 방식입니다. 레이아웃 컴포넌트나 공통 박스 컴포넌트에서 조합성을 높일 때 자주 사용합니다. 면접에서는 컴포지션 패턴과 함께 자주 묻습니다.		children은 컴포넌트 이름을 의미한다	FALSE	children은 컴포넌트 태그 사이의 내용을 전달받는 props다	TRUE	children은 state를 저장하는 훅이다	FALSE	children은 라우터 전용 기능이다	FALSE	frontend	react		
Q021	State		Frontend - Framework	14	CHOICE	EASY	React에서 state에 대한 설명으로 가장 올바른 것은?	state는 컴포넌트의 UI를 바꿀 수 있는 내부 데이터입니다. state가 바뀌면 React는 해당 컴포넌트를 다시 렌더링해서 화면을 최신 상태로 맞춥니다. 면접에서는 props와 state의 차이(입력 vs 내부 상태)와 변경 흐름을 자주 묻습니다.		state는 부모가 자식에게 전달하는 값이다	FALSE	state는 컴포넌트 내부에서 관리되며 변경 시 리렌더링을 유발한다	TRUE	state는 CSS를 저장하는 공간이다	FALSE	state는 라우팅 경로를 의미한다	FALSE	frontend	react		
Q022	useState		Frontend - Framework	14	CHOICE	EASY	useState의 역할로 가장 적절한 것은?	useState는 함수 컴포넌트에서 상태를 선언하고 업데이트할 수 있게 해주는 Hook입니다. 반환값으로 [state, setState] 형태의 배열을 제공하며, setState 호출로 상태 변경을 트리거합니다.		useState는 클래스 컴포넌트에서만 쓸 수 있다	FALSE	useState는 함수 컴포넌트에서 상태를 만들고 갱신한다	TRUE	useState는 서버 요청을 자동 캐싱한다	FALSE	useState는 라우팅을 설정한다	FALSE	frontend	react		
Q023	setState(상태 업데이트)		Frontend - Framework	14	CHOICE	EASY	React에서 상태를 업데이트할 때 권장되는 방식은?	React는 state를 직접 수정하지 않고(setState / useState의 setter) 업데이트하는 방식을 권장합니다. 이렇게 해야 React가 변경을 정확히 감지해 리렌더링을 수행할 수 있습니다. 특히 불변성(immutable) 을 지키면 이전 상태와의 비교가 쉬워지고, 예기치 않은 사이드 이펙트와 버그를 줄일 수 있습니다.		state 변수에 직접 대입한다	FALSE	DOM을 직접 조작해서 화면을 바꾼다	FALSE	상태 업데이트 함수(setState)를 사용한다	TRUE	window 전역 변수로 관리한다	FALSE	frontend	react		
Q024	리렌더링(Re-render)		Frontend - Framework	14	CHOICE	EASY	컴포넌트가 리렌더링되는 대표적인 경우로 가장 적절한 것은?	컴포넌트는 state 또는 props가 변경될 때 리렌더링됩니다. 이때 React는 Virtual DOM을 통해 이전 UI와 비교(diff)하여 실제 DOM 변경을 최소화합니다. 즉, “변경이 감지되었을 때만 다시 그림”이 핵심입니다.		브라우저 탭을 이동할 때만	FALSE	state 또는 props가 변경될 때	TRUE	HTML 파일을 저장할 때만	FALSE	컴퓨터를 재부팅할 때	FALSE	frontend	react		
Q025	이벤트 핸들러(onClick)		Frontend - Framework	14	CHOICE	EASY	React에서 클릭 이벤트를 처리하는 방법으로 가장 올바른 것은?	React에서는 JSX의 onClick 같은 이벤트 props에 함수 자체를 전달해 이벤트를 처리합니다. 문자열 기반 인라인 스크립트는 사용하지 않으며, 이는 보안·가독성·유지보수 측면에서도 React 철학에 맞지 않습니다.		onclick="handle()"처럼 문자열로 넣는다	FALSE	onClick에 함수를 전달한다	TRUE	addEventListener만 써야 한다	FALSE	HTML에 script 태그를 직접 삽입한다	FALSE	frontend	react		
Q026	조건부 렌더링		Frontend - Framework	14	CHOICE	EASY	조건부 렌더링에 대한 설명으로 가장 올바른 것은?	조건부 렌더링은 if문, 삼항 연산자, && 연산자 등을 활용해 조건에 따라 서로 다른 JSX를 렌더링하는 방식입니다. 로그인 여부, 로딩 상태, 권한 분기 등 실제 서비스 UI에서 매우 빈번하게 사용됩니다.		React에서는 조건부 렌더링이 불가능하다	FALSE	if/삼항/논리 연산자로 JSX 출력을 조건에 따라 바꿀 수 있다	TRUE	CSS media query로만 가능하다	FALSE	라우터로만 화면을 바꿀 수 있다	FALSE	frontend	react		
Q027	리스트 렌더링(map)		Frontend - Framework	14	CHOICE	EASY	배열 데이터를 UI 목록으로 렌더링할 때 가장 흔히 사용하는 메서드는?	React에서는 배열의 map 메서드를 사용해 각 요소를 JSX로 변환합니다. 이를 통해 데이터 배열을 컴포넌트 리스트로 자연스럽게 표현할 수 있습니다.		filter	FALSE	map	TRUE	reduce	FALSE	sort만 가능하다	FALSE	frontend	react		
Q028	key prop		Frontend - Framework	14	CHOICE	EASY	리스트 렌더링에서 key의 주된 목적은?	key는 React가 각 리스트 항목을 고유하게 식별해 변경·추가·삭제를 효율적으로 처리하도록 돕습니다. index를 key로 쓰면 재정렬이나 삽입 시 문제가 생길 수 있으므로, 안정적인 고유 값 사용이 권장됩니다.		CSS를 적용하기 위해	FALSE	항목을 고유 식별해 효율적으로 업데이트하기 위해	TRUE	서버 인증을 위해	FALSE	라우팅을 위해	FALSE	frontend	react		
Q029	Fragment		Frontend - Framework	14	CHOICE	EASY	React Fragment의 용도로 가장 적절한 것은?	Fragment는 불필요한 wrapper DOM 없이 여러 요소를 한 번에 반환할 때 사용합니다. DOM 구조를 단순하게 유지해 레이아웃/스타일 충돌을 줄이는 데 도움이 됩니다.		HTTP 요청을 묶는다	FALSE	여러 요소를 wrapper DOM 없이 반환한다	TRUE	전역 상태를 만든다	FALSE	라우팅 설정을 담당한다	FALSE	frontend	react		
Q030	useEffect		Frontend - Framework	14	CHOICE	EASY	useEffect의 용도로 가장 올바른 것은?	useEffect는 렌더링 이후 실행되는 부수 효과(side effect) 를 처리합니다. 예: 데이터 요청, 이벤트 구독, 타이머 설정/해제 등. 의존성 배열을 통해 실행 시점을 명확히 제어할 수 있습니다.		상태를 선언하는 훅이다	FALSE	부수효과(데이터 요청/구독 등)를 처리하는 훅이다	TRUE	JSX를 컴파일한다	FALSE	라우터를 설정한다	FALSE	frontend	react		
Q031	의존성 배열([])		Frontend - Framework	14	CHOICE	EASY	useEffect의 의존성 배열을 빈 배열([])로 두면 일반적으로 언제 실행되는가?	빈 배열은 컴포넌트 마운트 시 1회 실행을 의미합니다. cleanup 함수가 있다면 언마운트 시 실행됩니다. 면접에서는 “왜 1회만 실행되는지”를 설명할 수 있어야 합니다.		매 렌더마다 실행된다	FALSE	처음 마운트될 때 1회 실행된다	TRUE	언마운트 때만 실행된다	FALSE	절대 실행되지 않는다	FALSE	frontend	react		
Q032	Cleanup 함수		Frontend - Framework	14	CHOICE	EASY	useEffect의 cleanup 함수는 주로 어떤 목적으로 사용되는가?	cleanup 함수는 이벤트 리스너 제거, 구독 해제, 타이머 정리 등 리소스 정리 작업을 담당합니다. 이를 통해 메모리 누수나 중복 실행 같은 문제를 예방합니다.		렌더링 전에 DOM을 만든다	FALSE	이벤트/구독/타이머 등을 해제한다	TRUE	CSS를 압축한다	FALSE	컴포넌트를 복제한다	FALSE	frontend	react		
Q033	Controlled Component		Frontend - Framework	14	CHOICE	EASY	Controlled Component의 특징으로 올바른 것은?	Controlled Component는 입력값을 React state가 직접 관리합니다. value와 onChange를 통해 입력 상태를 통제하므로, 폼 상태가 예측 가능하고 검증 로직을 추가하기 쉽습니다.		입력값이 DOM에만 저장된다	FALSE	입력값을 React state가 관리한다	TRUE	서버가 입력값을 직접 관리한다	FALSE	입력값은 변경할 수 없다	FALSE	frontend	react		
Q034	Uncontrolled Component		Frontend - Framework	14	CHOICE	EASY	Uncontrolled Component에 대한 설명으로 가장 적절한 것은?	Uncontrolled Component는 입력값을 state로 관리하지 않고 ref 등을 통해 DOM에서 직접 읽는 방식입니다. 구현은 단순하지만, 폼 규모가 커질수록 상태 추적과 제어가 어려워질 수 있습니다.		입력값을 state로만 관리한다	FALSE	ref 등을 통해 DOM에서 값을 읽는 방식이다	TRUE	반드시 Redux가 필요하다	FALSE	React에서 금지된다	FALSE	frontend	react		
Q035	Props Drilling		Frontend - Framework	14	CHOICE	EASY	Props Drilling의 의미로 가장 올바른 것은?	Props Drilling은 실제로 필요한 곳까지 props를 전달하기 위해 중간 컴포넌트들이 “그냥 전달만” 하는 상황을 말합니다. 단계가 깊어질수록 변경 영향 범위가 커지고 리팩터링이 어려워집니다. 해결은 Context / 전역 상태관리(Redux, Zustand 등) / 컴포넌트 구조 재설계(합성, children 패턴) 를 상황에 맞게 선택합니다.		props를 삭제하는 행위	FALSE	props를 자동 제거하는 기능	FALSE	여러 단계로 props를 계속 내려주는 상황	TRUE	props를 서버로 보내는 방식	FALSE	frontend	react		
Q036	컴포넌트 합성(Composition)		Frontend - Framework	14	CHOICE	EASY	React에서 컴포넌트 합성(Composition)의 의미로 맞는 것은?	합성은 작은 컴포넌트를 조립해 더 큰 UI를 만드는 방식입니다. children(슬롯)이나 “컴포넌트를 props로 받기” 같은 패턴으로 유연한 레이아웃/확장 포인트 를 만들 수 있습니다. React는 상속보다 합성을 권장하며, 재사용성과 테스트 용이성을 높입니다.		컴포넌트를 조합해 더 큰 UI를 만든다	TRUE	컴포넌트를 파일 하나로 합친다	FALSE	컴포넌트를 삭제한다	FALSE	DOM을 직접 조작한다	FALSE	frontend	react		
Q037	단방향 데이터 흐름(One-way Data Flow)		Frontend - Framework	14	CHOICE	EASY	React의 단방향 데이터 흐름에 대한 설명으로 가장 올바른 것은?	데이터는 기본적으로 부모 → 자식(props) 으로 내려갑니다. 자식은 직접 부모 state를 바꾸지 않고, 콜백(이벤트 핸들러)을 통해 변경을 요청합니다. 이렇게 하면 “상태의 소유자”가 명확해져 디버깅이 쉬워지고, 상태 꼬임을 줄일 수 있습니다.		자식이 부모의 props를 직접 수정한다	FALSE	데이터는 주로 부모에서 자식으로 내려간다	TRUE	데이터는 항상 양방향으로 자동 동기화된다	FALSE	DOM이 데이터 흐름의 중심이다	FALSE	frontend	react		
Q038	Virtual DOM		Frontend - Framework	14	CHOICE	EASY	Virtual DOM에 대한 설명으로 가장 적절한 것은?	Virtual DOM은 실제 DOM을 매번 직접 조작하지 않고, UI의 “가상 표현”을 비교(diff) 해서 필요한 최소 변경만 실제 DOM에 반영하는 개념입니다. 핵심은 “Virtual DOM이 빠르다”가 아니라, 변경을 구조적으로 계산해 일관된 업데이트를 돕는 방식이라는 점입니다.		브라우저에 존재하는 실제 DOM 그 자체다	FALSE	변경점을 비교해 실제 DOM 업데이트를 최소화하는 개념이다	TRUE	CSS를 빠르게 로드하기 위한 기술이다	FALSE	서버 사이드 렌더링의 동의어다	FALSE	frontend	react		
Q039	컴포넌트 트리(Component Tree)		Frontend - Framework	14	CHOICE	EASY	React 앱에서 컴포넌트 트리(Component Tree)의 의미로 가장 올바른 것은?	컴포넌트 트리는 컴포넌트들의 부모-자식 계층 구조이며, props 전달 범위, 렌더링 전파 범위, 상태를 어디에 둘지(상태 끌어올리기) 결정에 직접 연결됩니다. 트리를 이해하면 “왜 이 컴포넌트만 다시 그려지는지” 같은 성능 이슈도 파악하기 쉬워집니다.		데이터베이스 테이블 관계도다	FALSE	컴포넌트들의 부모-자식 계층 구조다	TRUE	라우팅 경로 목록이다	FALSE	브라우저 히스토리 스택이다	FALSE	frontend	react		
Q040	상태 끌어올리기(Lifting State Up)		Frontend - Framework	14	CHOICE	EASY	상태 끌어올리기(Lifting State Up)의 목적은?	여러 컴포넌트가 같은 상태를 공유해야 하면 공통 부모로 state를 올려 Single Source of Truth(단일 출처) 로 관리합니다. 이렇게 하면 불일치 상태를 예방하고, 자식들은 props로 받고 콜백으로 변경 요청하는 구조가 되어 흐름이 깔끔해집니다.		각 자식이 state를 따로 갖도록 만든다	FALSE	공통 부모로 state를 올려 여러 컴포넌트가 공유하게 한다	TRUE	서버에 state를 저장하도록 강제한다	FALSE	DOM에 state를 직접 저장한다	FALSE	frontend	react		
Q041	React Element		Frontend - Framework	14	CHOICE	EASY	React Element에 대한 설명으로 가장 올바른 것은?	React Element는 “화면에 무엇을 그릴지”를 담는 불변(immutable) UI 설명 객체입니다. JSX는 결국 Element를 생성하는 문법 설탕이고, React는 이 Element 트리를 기반으로 렌더링을 진행합니다.		React Element는 브라우저 DOM 노드 그 자체다	FALSE	React Element는 UI를 기술하는 불변 객체이며 렌더링의 단위다	TRUE	React Element는 CSS 파일을 의미한다	FALSE	React Element는 서버에서만 생성된다	FALSE	frontend	react		
Q042	React Component		Frontend - Framework	14	CHOICE	EASY	React Component와 React Element의 관계로 가장 적절한 것은?	컴포넌트는 UI를 만들기 위한 정의(함수/클래스) 이고, 엘리먼트는 그 결과로 만들어지는 렌더링 대상(설명 객체) 입니다. 즉 컴포넌트(정의)가 호출/인스턴스화되면 엘리먼트(결과)가 생성됩니다.		컴포넌트는 엘리먼트를 생성/반환하는 함수(또는 클래스)다	TRUE	엘리먼트가 컴포넌트를 실행시킨다	FALSE	둘은 완전히 동일한 개념이다	FALSE	컴포넌트는 HTML 태그만 의미한다	FALSE	frontend	react		
Q043	createRoot		Frontend - Framework	14	CHOICE	EASY	React 18에서 앱을 마운트할 때 주로 사용하는 API는?	React 18부터는 ReactDOM.render 대신 createRoot(...).render(...)를 사용합니다. 이는 동시성 렌더링 기반 기능(더 나은 스케줄링/중단/재개 가능성) 을 지원하기 위한 변경이며, 새 루트 API가 표준입니다.		ReactDOM.mount	FALSE	createRoot	TRUE	useRoot	FALSE	renderRootOnly	FALSE	frontend	react		
Q044	StrictMode		Frontend - Framework	14	CHOICE	EASY	React StrictMode의 목적에 대한 설명으로 가장 올바른 것은?	StrictMode는 개발 모드에서 잠재적 문제(부수효과, 비순수 로직 등)를 더 잘 드러내기 위한 도구입니다. 일부 동작(특히 effect 관련)을 의도적으로 “더 엄격하게” 검사/재실행할 수 있지만, 프로덕션 빌드 동작은 바꾸지 않습니다.		프로덕션에서 성능을 자동으로 2배 올린다	FALSE	개발 중 잠재적 문제를 경고/검출하도록 돕는다	TRUE	라우팅을 자동 생성한다	FALSE	CSS를 자동 최적화한다	FALSE	frontend	react		
Q045	useRef		Frontend - Framework	14	CHOICE	EASY	useRef의 대표적인 사용 사례로 가장 적절한 것은?	useRef는 (1) DOM 참조(포커스, 스크롤, 측정)와 (2) 렌더와 무관한 값 저장(타이머 id, 이전 값 저장 등)에 사용됩니다. 중요한 포인트는 ref 변경이 리렌더링을 발생시키지 않는다는 것이며, “상태처럼 UI에 반영하려면 state를 써야” 합니다.		상태 변경을 통해 항상 리렌더링을 유발한다	FALSE	DOM 요소를 참조하거나 렌더링과 무관한 값을 저장한다	TRUE	서버 통신을 담당한다	FALSE	라우터 파라미터를 만든다	FALSE	frontend	react		
Q046	forwardRef		Frontend - Framework	14	CHOICE	EASY	forwardRef의 역할로 가장 올바른 것은?	forwardRef는 부모에서 받은 ref를 자식 내부의 DOM 또는 특정 컴포넌트에 전달(포워딩) 할 수 있게 합니다. 커스텀 Input 래퍼, 디자인 시스템 컴포넌트처럼 “외부에서 포커스 제어”가 필요한 경우에 유용합니다.		props를 자동으로 병합한다	FALSE	부모의 ref를 자식 내부로 전달한다	TRUE	state를 전역으로 만든다	FALSE	JSX를 HTML로 변환한다	FALSE	frontend	react		
